Num_obs,rms,Arc_length,likely_or_possible_mislinkage,Principal_desig,assumed good instead of human labeled?
12,0.41,24,0,2025 HG39,a
12,0.62,24,0,2025 HK42,a
10,0.61,30,0,2025 HP43,a
20,0.86,37,0,2025 HA44,a
13,1.03,25,0,2025 HJ44,a
12,0.71,26,0,2025 HM44,a
9,0.63,33,0,2025 HL45,a
17,0.98,66,0,2025 HR45,a
17,0.86,32,0,2025 HX45,a
13,0.83,34,0,2025 HU46,a
19,0.41,32,0,2025 HX46,a
14,1.07,37,0,2025 HL47,a
12,0.98,34,0,2025 HP47,a
12,0.94,36,0,2025 HR47,a
13,0.76,32,0,2025 HU47,a
12,0.83,33,0,2025 HW47,a
12,1.34,36,0,2025 HX47,a
17,0.86,31,0,2025 HZ47,a
12,0.85,27,0,2025 HH48,a
14,0.84,33,0,2025 HL48,a
13,0.87,50,0,2025 HW48,a
11,0.74,49,0,2025 HY48,a
16,0.94,59,0,2025 HA49,a
10,0.81,29,0,2025 HX50,a
11,1.14,27,0,2025 HZ50,a
12,1.07,28,0,2025 JM1,a
12,0.42,2,0,2025 JP1,a
18,0.64,3,0,2025 JB2,a
9,0.44,21,0,2025 JS2,a
11,0.57,23,0,2025 JA3,a
17,0.59,29,0,2025 JD3,a
13,0.88,25,0,2025 JF3,a
14,0.87,22,0,2025 JG3,a
11,0.76,28,0,2025 JX3,a
14,1.2,51,0,2025 JF4,a
16,0.93,51,0,2025 JG4,a
14,0.63,30,0,2025 JY4,a
18,0.67,1,0,2025 KH,a
18,0.58,3,0,2025 KB2,a
19,0.46,32,0,2025 KO2,a
12,0.37,3,0,2025 KM3,a
12,0.28,3,0,2025 KN3,a
11,0.47,2,0,2025 KO3,a
11,0.37,2,0,2025 KT3,a
12,0.43,3,0,2025 KV3,a
10,0.47,3,0,2025 KY3,a
13,0.3,1,0,2025 KX4,a
19,0.58,12,0,2025 KA5,a
19,0.94,37,0,2025 KK5,a
12,1.04,27,0,2025 KA9,a
11,0.97,28,0,2025 KC9,a
12,0.95,36,0,2025 KM9,a
13,1.2,25,0,2025 KR9,a
12,0.77,36,0,2025 KC10,a
14,0.94,28,0,2025 KX11,a
12,1.01,27,0,2025 KG12,a
14,0.86,32,0,2025 KH12,a
13,0.84,24,0,2025 KL12,a
15,0.94,37,0,2025 KQ12,a
13,0.56,23,0,2025 KY12,a
13,0.88,29,0,2025 KQ13,a
13,0.88,38,0,2025 KV13,a
17,0.6,31,0,2025 KD14,a
18,0.59,31,0,2025 KP14,a
11,0.45,3,0,2025 KD15,a
10,0.44,3,0,2025 KG15,a
20,0.63,37,0,2025 KJ15,a
19,0.82,32,0,2025 KY15,a
12,1.18,23,0,2025 KK16,a
12,1.22,23,0,2025 KN16,a
10,0.62,19,0,2025 KC17,a
15,0.87,36,0,2025 KM17,a
16,0.64,30,0,2025 KO18,a
11,0.96,26,0,2025 KQ18,a
12,0.81,30,0,2025 KU18,a
12,0.79,26,0,2025 KC19,a
12,1.19,26,0,2025 KH19,a
12,0.77,30,0,2025 KL19,a
12,0.85,36,0,2025 KR19,a
15,0.83,37,0,2025 KT19,a
13,0.89,38,0,2025 KE20,a
13,0.87,35,0,2025 KU20,a
9,1.09,22,0,2025 KE21,a
15,0.94,60,0,2025 KC22,a
10,0.74,35,0,2025 KG23,a
6,0.45,11,0,2025 KZ24,a
8,0.29,1,0,2025 MG,a
18,0.77,11,0,2025 MW1,a
19,0.9,37,0,2025 MF91,a
13,0.92,23,0,2025 MM91,a
18,0.55,3,0,2025 MW91,a
14,0.57,24,0,2025 MA93,a
18,0.88,37,0,2025 ME93,a
13,0.94,37,0,2025 MO93,a
15,0.83,36,0,2025 MW93,a
11,0.93,37,0,2025 MX93,a
16,0.66,29,0,2025 MH94,a
12,0.59,27,0,2025 MW94,a
13,0.71,29,0,2025 MG95,a
14,0.83,32,0,2025 MP96,a
19,0.61,30,0,2025 MP99,a
12,0.45,22,0,2025 NQ2,a
12,0.39,25,0,2025 NN3,a
12,0.39,25,0,2025 NP3,a
10,1.13,22,0,2025 NA4,a
9,1.04,22,0,2025 NB4,a
20,0.96,71,0,2025 ND5,a
14,0.88,48,0,2025 NC7,a
19,0.85,72,0,2025 NO7,a
16,0.88,71,0,2025 NP7,a
19,0.87,70,0,2025 NZ7,a
13,0.83,54,0,2025 NF8,a
14,0.95,57,0,2025 NP8,a
11,0.61,53,0,2025 NW8,a
16,1.13,72,0,2025 NM9,a
16,0.94,70,0,2025 NN9,a
13,0.88,70,0,2025 NO9,a
14,0.87,70,0,2025 NP9,a
15,1.11,71,0,2025 NQ9,a
18,0.31,2,0,2025 OF1,a
18,0.35,2,0,2025 OH1,a
19,0.65,3,0,2025 OX1,a
20,0.64,2,0,2025 OZ2,a
12,0.28,2,0,2025 OB5,a
13,0.87,23,0,2025 OA6,a
15,0.94,37,0,2025 OM6,a
12,0.44,26,0,2025 OL7,a
13,1.03,21,0,2025 OS8,a
14,0.66,21,0,2025 OK9,a
18,0.5,14,0,2025 OX9,a
13,1.1,26,0,2025 OB10,a
17,0.82,31,0,2025 OK10,a
18,0.79,2,0,2025 OY10,a
19,0.46,3,0,2025 OE11,a
9,0.48,1,0,2025 OQ12,a
14,0.57,27,0,2025 OV13,a
14,0.91,36,0,2025 OL16,a
14,0.94,32,0,2025 OU16,a
17,0.76,32,0,2025 OZ16,a
11,0.29,3,0,2025 OD17,a
15,0.79,32,0,2025 OO17,a
13,0.81,30,0,2025 OR17,a
17,0.83,30,0,2025 OD19,a
18,0.85,21,0,2025 OE24,a
12,0.61,20,0,2025 OS24,a
12,0.55,20,0,2025 OJ25,a
13,0.6,21,0,2025 OK25,a
14,0.79,21,0,2025 OP25,a
13,1.03,21,0,2025 OT25,a
17,0.76,37,0,2025 OZ25,a
13,0.91,21,0,2025 OA26,a
13,0.79,21,0,2025 OG26,a
19,0.88,54,0,2025 OS26,a
12,0.99,34,0,2025 OY26,a
18,1.16,37,0,2025 OG27,a
12,0.71,31,0,2025 OV27,a
12,0.92,26,0,2025 OX27,a
11,0.81,32,0,2025 OG28,a
12,0.82,30,0,2025 OL28,a
18,0.84,32,0,2025 OZ28,a
13,0.93,36,0,2025 ON29,a
11,0.84,36,0,2025 OO29,a
13,0.83,28,0,2025 OR29,a
12,0.74,27,0,2025 OB30,a
12,0.96,37,0,2025 OQ30,a
12,0.83,28,0,2025 OC31,a
13,0.94,36,0,2025 OT31,a
14,0.94,37,0,2025 OX31,a
13,0.58,30,0,2025 ON32,a
13,0.88,36,0,2025 OS32,a
15,0.97,51,0,2025 OA33,a
12,0.62,30,0,2025 OB33,a
10,0.97,30,0,2025 OM33,a
12,0.8,29,0,2025 OD34,a
12,0.94,39,0,2025 OK35,a
11,1.15,31,0,2025 OL35,a
11,0.84,32,0,2025 OW35,a
12,0.7,31,0,2025 OG36,a
13,0.95,31,0,2025 OR36,a
19,1.15,51,0,2025 OB37,a
12,0.94,34,0,2025 OP38,a
14,0.96,33,0,2025 OX38,a
16,0.91,71,0,2025 OK40,a
15,0.92,51,0,2025 OZ40,a
11,0.94,36,0,2025 OW41,a
12,0.72,35,0,2025 OZ41,a
10,0.78,21,0,2025 OQ42,a
13,0.81,28,0,2025 OR42,a
10,0.7,20,0,2025 OS42,a
10,0.6,23,0,2025 OT42,a
8,0.81,22,0,2025 OU42,a
9,0.67,27,0,2025 OW42,a
11,0.86,21,0,2025 ON43,a
11,1.27,34,0,2025 OQ43,a
11,0.56,35,0,2025 OM44,a
14,0.57,27,0,2025 OR44,a
15,0.57,32,0,2025 OS44,a
15,0.92,51,0,2025 OZ44,a
16,0.89,65,0,2025 OK46,a
13,0.93,54,0,2025 OG47,a
19,0.99,67,0,2025 OO47,a
11,0.72,51,0,2025 OX48,a
13,0.91,51,0,2025 OC49,a
14,0.91,53,0,2025 OF49,a
17,0.94,59,0,2025 OX49,a
11,0.89,51,0,2025 OD50,a
16,1.2,51,0,2025 OF50,a
14,0.77,51,0,2025 OK50,a
14,0.94,60,0,2025 OV50,a
12,0.93,51,0,2025 OM51,a
13,0.88,67,0,2025 OF53,a
13,0.92,67,0,2025 ON54,a
14,0.66,34,0,2025 OA55,a
13,0.95,67,0,2025 OW55,a
15,0.84,36,0,2025 OM56,a
12,0.81,31,0,2025 ON56,a
19,0.76,1,0,2025 PD,a
18,0.65,19,0,2025 PT2,a
18,0.37,9,0,2025 PF3,a
19,0.58,14,0,2025 PJ3,a
12,0.82,24,0,2025 PW4,a
13,0.9,22,0,2025 PB5,a
19,0.57,31,0,2025 PA6,a
13,0.94,24,0,2025 PH6,a
12,1.07,27,0,2025 PY6,a
13,0.93,28,0,2025 PT7,a
12,0.92,27,0,2025 PQ9,a
12,1.03,27,0,2025 PL11,a
12,1.26,29,0,2025 PM11,a
12,0.8,22,0,2025 PY12,a
13,0.58,25,0,2025 PH13,a
11,1.16,29,0,2025 PO13,a
14,0.86,33,0,2025 PZ14,a
12,0.98,33,0,2025 PD15,a
15,1.18,70,0,2025 PU15,a
12,0.98,27,0,2025 PG16,a
14,0.92,50,0,2025 PM16,a
12,0.77,52,0,2025 PN16,a
17,0.97,72,0,2025 PR17,a
12,0.73,47,0,2025 PS17,a
19,0.59,4,0,2025 QC,a
9,0.27,2,0,2025 QH,a
13,0.27,15,0,2025 QJ,a
18,0.48,4,0,2025 QD5,a
12,0.85,26,0,2025 QL5,a
12,0.46,2,0,2025 QQ5,a
18,0.66,4,0,2025 QC6,a
11,0.44,1,0,2025 QH10,a
12,0.84,25,0,2025 QQ10,a
12,0.82,25,0,2025 QU10,a
14,0.85,21,0,2025 QG11,a
19,0.63,2,0,2025 QY11,a
18,0.57,16,0,2025 QZ11,a
16,0.82,32,0,2025 QN12,a
12,0.38,3,0,2025 QW12,a
19,0.45,3,0,2025 QK15,a
18,0.89,2,0,2025 QC18,a
11,0.38,14,0,2025 QT18,a
18,0.87,15,0,2025 QH19,a
17,0.83,31,0,2025 QS19,a
20,0.85,37,0,2025 QH20,a
12,0.92,28,0,2025 QP20,a
12,0.94,28,0,2025 QQ20,a
18,0.59,30,0,2025 QX24,a
13,0.81,27,0,2025 QJ26,a
13,0.75,22,0,2025 QW27,a
11,0.74,29,0,2025 QL28,a
15,0.61,31,0,2025 QT28,a
18,0.59,31,0,2025 QH29,a
13,0.78,33,0,2025 QL29,a
13,0.66,25,0,2025 QV29,a
19,0.31,30,0,2025 QW31,a
18,0.82,20,0,2025 QS32,a
20,0.59,30,0,2025 QP33,a
15,0.81,37,0,2025 QL34,a
23,0.33,32,0,2025 QP34,a
16,0.57,30,0,2025 QA35,a
13,0.81,27,0,2025 QV35,a
11,0.82,32,0,2025 QR36,a
11,0.75,22,0,2025 QJ37,a
13,0.88,29,0,2025 QF41,a
16,0.85,33,0,2025 QM41,a
7,0.37,16,0,2025 QQ41,a
12,0.39,30,0,2025 QQ42,a
12,0.82,24,0,2025 QG43,a
15,0.91,37,0,2025 QQ43,a
13,0.61,30,0,2025 QC45,a
14,0.34,32,0,2025 QO45,a
12,0.67,29,0,2025 QP45,a
13,0.76,32,0,2025 QS45,a
17,0.62,32,0,2025 QB46,a
13,0.74,20,0,2025 QK46,a
13,1.07,22,0,2025 QN46,a
15,0.64,20,0,2025 QO46,a
17,0.56,20,0,2025 QS46,a
18,0.51,32,0,2025 QW46,a
13,0.58,20,0,2025 QG47,a
12,0.5,20,0,2025 QN47,a
13,0.93,34,0,2025 QX47,a
9,0.79,20,0,2025 QZ47,a
10,1.05,29,0,2025 QC48,a
9,0.92,27,0,2025 QE48,a
17,0.88,32,0,2025 QL48,a
12,0.78,21,0,2025 QM48,a
12,0.5,20,0,2025 QO48,a
12,0.76,32,0,2025 QX48,a
13,0.62,21,0,2025 QB49,a
18,0.84,37,0,2025 QK49,a
13,0.91,21,0,2025 QO49,a
11,0.86,30,0,2025 QU49,a
13,0.62,25,0,2025 QV49,a
10,0.49,19,0,2025 QE50,a
15,0.86,36,0,2025 QM51,a
13,1.12,32,0,2025 QF52,a
20,0.94,65,0,2025 QR53,a
13,0.84,37,0,2025 QP54,a
13,0.96,37,0,2025 QV54,a
13,0.99,26,0,2025 QC56,a
13,0.97,26,0,2025 QD56,a
13,0.89,35,0,2025 QR56,a
17,0.9,37,0,2025 QD57,a
12,0.87,28,0,2025 QO57,a
14,0.64,27,0,2025 QY57,a
20,0.64,32,0,2025 QQ58,a
12,0.81,24,0,2025 QX59,a
13,1.15,35,0,2025 QP60,a
11,0.85,21,0,2025 QA61,a
13,0.8,26,0,2025 QM62,a
11,0.78,40,0,2025 QG63,a
15,0.99,37,0,2025 QN63,a
13,0.97,37,0,2025 QS63,a
16,0.94,37,0,2025 QC64,a
15,0.88,37,0,2025 QL64,a
12,0.88,38,0,2025 QS64,a
13,0.88,38,0,2025 QT64,a
16,0.6,31,0,2025 QW64,a
12,1.24,40,0,2025 QD65,a
14,0.6,29,0,2025 QN65,a
14,0.81,32,0,2025 QP65,a
13,0.81,31,0,2025 QX66,a
13,0.57,28,0,2025 QP67,a
15,0.56,25,0,2025 QG68,a
12,1.25,33,0,2025 QN68,a
11,0.72,33,0,2025 QW69,a
14,1.23,37,0,2025 QW70,a
12,0.99,37,0,2025 QJ71,a
13,0.96,35,0,2025 QQ71,a
14,0.97,37,0,2025 QC72,a
13,1.14,37,0,2025 QP72,a
12,1.07,33,0,2025 QT72,a
12,0.77,37,0,2025 QV72,a
12,0.67,37,0,2025 QL73,a
14,0.84,37,0,2025 QS73,a
12,0.96,33,0,2025 QT73,a
19,0.83,32,0,2025 QU73,a
13,0.88,34,0,2025 QX73,a
13,0.86,34,0,2025 QY73,a
18,0.85,33,0,2025 QZ73,a
16,0.83,51,0,2025 QA74,a
12,1.08,33,0,2025 QC74,a
13,1.1,34,0,2025 QQ74,a
13,0.86,35,0,2025 QR74,a
15,0.89,37,0,2025 QT74,a
11,0.15,33,0,2025 QU74,a
14,0.84,31,0,2025 QV74,a
12,0.55,30,0,2025 QA75,a
14,0.77,34,0,2025 QC75,a
13,0.82,36,0,2025 QJ75,a
13,0.98,37,0,2025 QO75,a
17,0.98,51,0,2025 QP75,a
11,0.89,36,0,2025 QH76,a
16,0.85,51,0,2025 QP76,a
13,0.66,40,0,2025 QV76,a
13,0.92,36,0,2025 QD77,a
17,0.98,69,0,2025 QP77,a
13,0.8,36,0,2025 QY77,a
10,0.69,31,0,2025 QQ78,a
19,0.48,34,0,2025 QT79,a
12,0.7,44,0,2025 QB80,a
17,0.87,54,0,2025 QP80,a
14,0.76,38,0,2025 QZ80,a
12,0.79,35,0,2025 QT81,a
17,0.89,72,0,2025 QX81,a
14,0.76,40,0,2025 QE82,a
12,0.96,34,0,2025 QG82,a
9,0.22,34,0,2025 QT82,a
12,0.42,30,0,2025 QC83,a
12,0.42,30,0,2025 QD83,a
12,0.57,26,0,2025 QO83,a
13,0.37,29,0,2025 QR83,a
16,0.57,18,0,2025 QW83,a
13,0.76,20,0,2025 QX83,a
13,0.79,28,0,2025 QA84,a
18,0.6,34,0,2025 QE84,a
13,0.81,37,0,2025 QT84,a
12,0.91,27,0,2025 QK85,a
15,1.17,37,0,2025 QS85,a
13,1.13,54,0,2025 QA88,a
13,0.84,65,0,2025 QG88,a
12,0.84,34,0,2025 QY88,a
16,1.1,72,0,2025 QM89,a
13,0.92,54,0,2025 QV89,a
14,0.88,49,0,2025 QX90,a
12,0.8,23,0,2025 QL91,a
12,0.68,35,0,2025 QM91,a
14,0.94,47,0,2025 QW91,a
14,0.87,50,0,2025 QH92,a
12,0.58,23,0,2025 QD93,a
14,0.76,50,0,2025 QM93,a
13,0.38,25,0,2025 QF94,a
19,0.85,65,0,2025 QP95,a
12,0.5,65,0,2025 QW96,a
12,0.71,54,0,2025 QJ97,a
12,0.35,65,0,2025 QR97,a
13,0.61,26,0,2025 QW97,a
11,0.71,38,0,2025 QY98,a
15,0.82,33,0,2025 QC99,a
11,0.74,49,0,2025 QE99,a
12,0.91,51,0,2025 QA106,a
10,0.25,15,0,2025 QH106,a
8,0.5,1,0,2025 RO,a
18,0.66,4,0,2025 RT,a
12,0.56,2,0,2025 RS2,a
14,0.56,1,0,2025 RT3,a
8,0.47,2,0,2025 RW5,a
6,0.44,2,0,2025 RG6,a
10,0.27,2,0,2025 RA7,a
12,0.56,23,0,2025 RP7,a
12,0.71,23,0,2025 RF10,a
11,0.41,20,0,2025 RW10,a
17,0.81,33,0,2025 RX10,a
13,0.56,27,0,2025 RV16,a
13,0.68,24,0,2025 RG17,a
11,0.81,24,0,2025 RZ21,a
13,0.79,28,0,2025 RV23,a
11,0.73,28,0,2025 RS24,a
10,0.84,26,0,2025 RN25,a
13,0.8,27,0,2025 RX25,a
13,1.1,27,0,2025 RC26,a
11,0.9,27,0,2025 RL26,a
18,0.34,14,0,2025 RT26,a
13,0.92,29,0,2025 RH27,a
12,0.42,26,0,2025 RZ28,a
13,0.86,31,0,2025 RF30,a
18,0.83,31,0,2025 RH30,a
12,0.7,31,0,2025 RE31,a
9,0.31,19,0,2025 RL31,a
13,0.79,32,0,2025 RD32,a
13,0.86,31,0,2025 RY34,a
13,0.84,28,0,2025 RZ34,a
19,0.86,32,0,2025 RM35,a
13,0.7,22,0,2025 RP35,a
14,0.76,21,0,2025 RS35,a
13,0.94,30,0,2025 RV36,a
16,0.32,34,0,2025 RH37,a
14,0.84,32,0,2025 RL37,a
17,0.97,70,0,2025 RC39,a
15,1.17,51,0,2025 RL40,a
14,0.85,31,0,2025 RX41,a
12,0.86,32,0,2025 RD42,a
13,0.95,35,0,2025 RE42,a
12,0.54,36,0,2025 RJ43,a
12,0.69,46,0,2025 RP43,a
14,0.82,32,0,2025 RU43,a
14,0.76,46,0,2025 RC44,a
16,0.81,37,0,2025 RJ44,a
19,0.94,56,0,2025 RN44,a
14,0.9,49,0,2025 RN47,a
15,0.83,54,0,2025 RJ48,a
14,0.76,41,0,2025 RO48,a
12,0.33,47,0,2025 RY48,a
11,0.69,49,0,2025 RB49,a
12,0.79,54,0,2025 RE49,a
12,0.85,51,0,2025 RG49,a
14,0.64,37,0,2025 RH49,a
11,0.7,53,0,2025 RK49,a
11,0.86,38,0,2025 RO49,a
9,0.51,54,0,2025 RU49,a
8,0.52,40,0,2025 RW49,a
12,0.56,51,0,2025 RX49,a
10,0.68,36,0,2025 RM50,a
10,0.74,43,0,2025 RO50,a
10,0.94,38,0,2025 RR50,a
14,0.86,70,0,2025 RY50,a
13,0.77,25,0,2025 RW51,a
14,0.88,47,0,2025 RB52,a
14,0.95,69,0,2025 RP52,a
16,0.91,65,0,2025 RD53,a
15,0.56,31,0,2025 RV55,a
9,0.49,1,0,2025 SD1,a
9,0.47,2,0,2025 SC2,a
17,0.86,30,0,2025 SP2,a
18,0.67,2,0,2025 SV5,a
12,0.85,27,0,2025 SL9,a
15,0.3,3,0,2025 SQ11,a
11,0.46,2,0,2025 SK12,a
19,0.56,12,0,2025 SD14,a
20,0.45,31,0,2025 SG14,a
18,0.77,3,0,2025 SW14,a
18,0.86,4,0,2025 SL22,a
19,0.64,12,0,2025 SQ27,a
12,0.81,34,0,2025 SW28,a
18,0.58,11,0,2025 SK33,a
18,0.57,16,0,2025 SL34,a
18,0.57,25,0,2025 SD38,a
20,0.62,32,0,2025 SK38,a
11,0.43,3,0,2025 SL38,a
10,0.79,25,0,2025 SY38,a
18,0.39,12,0,2025 SR39,a
20,0.3,32,0,2025 SC41,a
18,0.35,30,0,2025 SE41,a
14,0.66,26,0,2025 SO42,a
18,0.66,14,0,2025 SA43,a
19,0.86,18,0,2025 SC46,a
12,0.34,24,0,2025 ST46,a
19,0.32,11,0,2025 SS48,a
11,0.61,19,0,2025 SJ51,a
18,0.57,18,0,2025 SC53,a
12,0.31,25,0,2025 SH54,a
18,0.54,32,0,2025 SS54,a
12,0.92,20,0,2025 ST55,a
18,0.64,18,0,2025 SQ58,a
14,0.77,19,0,2025 SQ60,a
19,0.47,31,0,2025 SM61,a
16,1.19,51,0,2025 SL62,a
11,0.65,24,0,2025 SA64,a
12,0.74,32,0,2025 SP68,a
12,0.35,23,0,2025 SZ70,a
17,0.63,18,0,2025 SR74,a
19,0.57,31,0,2025 SD75,a
11,0.87,19,0,2025 SG75,a
12,0.59,23,0,2025 SL75,a
11,0.74,19,0,2025 SY75,a
13,0.97,25,0,2025 SB76,a
11,0.6,19,0,2025 SS76,a
12,0.43,19,0,2025 SU76,a
12,0.82,18,0,2025 SA78,a
15,0.59,29,0,2025 SA80,a
10,0.78,19,0,2025 SB82,a
14,0.8,32,0,2025 SJ83,a
15,0.59,33,0,2025 SB86,a
18,0.64,29,0,2025 SK86,a
18,0.47,30,0,2025 SQ86,a
10,0.66,19,0,2025 SR86,a
9,0.35,22,0,2025 SL88,a
18,0.31,8,0,2025 SL89,a
16,0.59,30,0,2025 SZ89,a
13,0.53,29,0,2025 ST93,a
13,1.12,28,0,2025 SV94,a
14,0.59,30,0,2025 SB97,a
12,0.37,22,0,2025 SB100,a
12,0.3,14,0,2025 SE100,a
15,0.59,23,0,2025 SE101,a
12,0.37,19,0,2025 SJ101,a
17,0.83,32,0,2025 SP101,a
17,0.68,32,0,2025 SZ101,a
17,0.57,19,0,2025 SL102,a
12,0.54,19,0,2025 SN107,a
19,0.61,30,0,2025 SZ108,a
20,0.63,30,0,2025 SS109,a
18,0.6,29,0,2025 SW109,a
18,0.56,30,0,2025 SW110,a
20,0.46,30,0,2025 SH114,a
20,0.54,32,0,2025 SW114,a
20,0.59,32,0,2025 SK115,a
18,0.62,33,0,2025 ST115,a
18,0.45,31,0,2025 SD116,a
17,0.56,30,0,2025 SG116,a
19,0.35,33,0,2025 SN116,a
15,0.59,33,0,2025 SR116,a
15,0.63,22,0,2025 SQ118,a
16,0.33,35,0,2025 SA119,a
20,0.34,30,0,2025 SM119,a
19,0.45,30,0,2025 SE120,a
13,0.56,25,0,2025 SX120,a
13,0.56,28,0,2025 SG121,a
16,0.58,31,0,2025 SQ121,a
14,0.82,32,0,2025 SU121,a
15,0.58,26,0,2025 SE122,a
16,0.44,30,0,2025 SF122,a
12,0.64,35,0,2025 SP122,a
13,0.56,28,0,2025 SR122,a
15,0.57,30,0,2025 ST122,a
17,0.57,31,0,2025 SX122,a
15,0.61,30,0,2025 SY122,a
15,0.6,30,0,2025 SZ122,a
15,0.66,25,0,2025 SN123,a
17,0.63,33,0,2025 SF124,a
13,0.47,29,0,2025 SW124,a
12,0.75,40,0,2025 SX124,a
12,0.57,34,0,2025 SZ124,a
13,0.35,32,0,2025 SA125,a
14,0.84,29,0,2025 SC125,a
11,0.42,36,0,2025 SE125,a
12,0.72,38,0,2025 SF125,a
12,0.61,28,0,2025 SG125,a
12,0.46,21,0,2025 SH125,a
11,0.69,31,0,2025 SM125,a
11,0.42,30,0,2025 SO125,a
13,0.82,20,0,2025 SP125,a
14,0.6,23,0,2025 SQ125,a
11,0.83,26,0,2025 SR125,a
12,0.39,25,0,2025 SV125,a
13,0.31,33,0,2025 SX125,a
12,0.86,32,0,2025 SC126,a
13,0.77,33,0,2025 SF126,a
19,0.32,36,0,2025 SL126,a
12,0.42,26,0,2025 SM126,a
12,0.3,34,0,2025 SO126,a
12,0.71,39,0,2025 SQ126,a
12,0.41,33,0,2025 ST126,a
12,0.67,31,0,2025 SU126,a
12,0.58,26,0,2025 SV126,a
11,0.57,27,0,2025 SW126,a
12,0.61,26,0,2025 SX126,a
11,0.47,28,0,2025 SY126,a
11,0.41,26,0,2025 SZ126,a
11,0.66,28,0,2025 SB127,a
12,0.5,37,0,2025 SG127,a
15,0.46,30,0,2025 SJ127,a
11,0.38,36,0,2025 SQ127,a
12,0.78,33,0,2025 SS127,a
16,0.34,34,0,2025 ST127,a
12,0.28,37,0,2025 SU127,a
11,0.42,27,0,2025 SZ127,a
16,0.35,34,0,2025 SA128,a
13,0.34,22,0,2025 SB128,a
11,0.53,39,0,2025 SC128,a
11,0.4,26,0,2025 SD128,a
11,0.56,28,0,2025 SG128,a
18,0.63,29,0,2025 SQ128,a
9,0.59,27,0,2025 SU128,a
10,0.57,23,0,2025 SX128,a
9,0.68,21,0,2025 SA129,a
13,0.67,21,0,2025 SC129,a
10,0.53,22,0,2025 SF129,a
12,0.21,33,0,2025 SH129,a
12,0.8,22,0,2025 SO129,a
14,0.57,33,0,2025 SS129,a
9,0.79,27,0,2025 SW129,a
10,0.52,31,0,2025 SY129,a
10,0.52,22,0,2025 SC130,a
9,0.36,34,0,2025 SE130,a
10,0.41,34,0,2025 SG130,a
9,0.45,27,0,2025 SJ130,a
9,0.66,25,0,2025 SL130,a
9,0.68,22,0,2025 SM130,a
10,0.48,34,0,2025 SR130,a
9,0.42,31,0,2025 SS130,a
9,0.54,33,0,2025 SX130,a
10,0.53,31,0,2025 SZ130,a
9,0.57,25,0,2025 SA131,a
9,0.56,20,0,2025 SD131,a
10,0.45,28,0,2025 SE131,a
9,0.52,29,0,2025 SH131,a
9,0.48,34,0,2025 SK131,a
9,0.39,22,0,2025 SL131,a
9,0.76,24,0,2025 SM131,a
12,0.68,21,0,2025 SQ131,a
9,0.46,20,0,2025 SV131,a
9,0.43,23,0,2025 SC132,a
12,0.66,30,0,2025 SD132,a
11,0.57,18,0,2025 SS132,a
9,0.72,29,0,2025 SX132,a
9,0.58,28,0,2025 SA133,a
11,0.19,19,0,2025 SC133,a
9,0.39,20,0,2025 SD133,a
9,0.43,19,0,2025 SE133,a
9,0.46,19,0,2025 SG133,a
10,0.59,20,0,2025 SH133,a
9,0.43,21,0,2025 SK133,a
9,0.85,27,0,2025 SM133,a
8,0.52,31,0,2025 SP133,a
9,0.43,25,0,2025 SS133,a
10,0.57,39,0,2025 SU133,a
9,0.89,38,0,2025 SC134,a
9,0.29,32,0,2025 SD134,a
10,0.28,21,0,2025 SE134,a
9,0.45,22,0,2025 SF134,a
9,0.42,22,0,2025 SH134,a
11,0.24,21,0,2025 SK134,a
9,0.78,34,0,2025 SL134,a
9,0.39,21,0,2025 SN134,a
7,0.75,28,0,2025 SP134,a
10,0.55,34,0,2025 SQ134,a
11,0.55,34,0,2025 SR134,a
10,0.43,21,0,2025 ST134,a
9,0.67,22,0,2025 SU134,a
9,0.68,22,0,2025 SX134,a
9,0.71,23,0,2025 SY134,a
12,0.66,31,0,2025 SM135,a
10,0.52,22,0,2025 ST135,a
10,0.45,34,0,2025 SU135,a
11,0.43,34,0,2025 SV135,a
11,0.57,40,0,2025 SW135,a
13,0.86,35,0,2025 SY135,a
11,0.4,21,0,2025 SA136,a
11,0.57,19,0,2025 SR136,a
12,0.56,18,0,2025 SS136,a
9,0.56,29,0,2025 SR137,a
9,0.38,23,0,2025 ST137,a
12,0.57,38,0,2025 SU137,a
14,0.86,50,0,2025 SE139,a
14,0.76,37,0,2025 SH141,a
13,0.88,69,0,2025 SM142,a
15,0.86,54,0,2025 SA143,a
8,0.54,63,0,2025 SP143,a
11,0.76,41,0,2025 SA146,a
18,0.36,32,0,2025 SA148,a
15,0.88,69,0,2025 SJ150,a
13,0.29,3,0,2025 SD151,a
12,0.27,3,0,2025 SJ151,a
10,0.43,3,0,2025 SO151,a
12,0.29,11,0,2025 SO153,a
11,0.49,3,0,2025 SG155,a
12,0.29,5,0,2025 SO156,a
12,0.59,68,0,2025 SB157,a
19,0.64,18,0,2025 TJ,a
20,0.94,1,0,2025 TP,a
12,0.56,2,0,2025 TT,a
10,0.56,2,0,2025 TD1,a
18,0.84,2,0,2025 TE1,a
19,0.91,3,0,2025 TF1,a
19,0.64,17,0,2025 TX9,a
12,0.46,2,0,2025 TC12,a
10,0.28,14,0,2025 TG12,a
18,0.75,3,0,2025 TK12,a
12,0.68,35,0,2025 TG14,a
15,0.66,23,0,2025 TO17,a
12,0.4,19,0,2025 TY19,a
